Date,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Roadwork and Construction Activity,Latitude,Longitude
2022-01-06,M.G. Road,Trinity Circle,12965,62.7080063563551,1.2753609585710943,41.91321343874159,62.28902033239107,2,75.93,29.050159606097388,83.60922667476348,68.04869484700134,198,Clear,No,12.97303,77.6168395
2022-01-06,M.G. Road,Anil Kumble Circle,57145,45.62209850913712,1.5,100.0,100.0,1,164.29000000000002,79.13676055976529,97.76237358746454,51.9713405684253,89,Overcast,Yes,12.9746905,77.6094613
2022-01-06,Jayanagar,South End Circle,40516,34.19584226291008,1.5,100.0,100.0,1,131.03199999999998,51.73889149374372,69.20035349150812,56.02834428886394,82,Clear,No,12.9383208,77.58007479999999
2022-01-06,Hebbal,Hebbal Flyover,22893,46.965547765115744,1.127501001172828,78.82782752874019,100.0,2,95.786,70.90692117306509,60.850776434015486,93.73508363420996,101,Fog,No,13.0413327,77.5898382
2022-01-06,Hebbal,Ballari Road,28470,20.0,1.5,97.4501092643674,100.0,3,106.94,61.630761111222405,69.55108583073209,55.52370565656973,96,Clear,No,13.0420045,77.5902679
2022-01-06,Yeshwanthpur,Yeshwanthpur Circle,6965,47.3421473253652,1.1537306588638727,26.80961232052806,32.00753887865064,2,63.93,39.23065430494498,95.16473230248658,97.2366011145705,199,Clear,No,13.0250302,77.53402419999999
2022-01-06,Yeshwanthpur,Tumkur Road,32668,51.21108557787716,1.5,100.0,100.0,1,115.336,23.05067835009782,91.18337894267012,67.5062629583365,97,Rain,No,13.0254153,77.5460312
2022-01-07,Indiranagar,100 Feet Road,24405,29.84255885002768,1.2371759739366812,82.95172415675621,100.0,2,98.81,72.2123655908284,98.22605992919014,93.10638086327252,110,Clear,Yes,12.9506526,77.6392151
2022-01-07,Indiranagar,CMH Road,25768,25.49316208594673,1.5,85.81084803490874,100.0,2,101.536,69.5844839834138,79.80586108055897,74.0293288663324,103,Clear,No,12.9783128,77.6375862
2022-01-07,Whitefield,ITPL Main Road,34362,46.08703580582908,1.5,100.0,100.0,5,118.724,21.10235737051516,95.23483036795712,93.5921763872616,87,Fog,No,12.9865152,77.7440913
2022-01-07,Electronic City,Silk Board Junction,12382,45.46436548156149,1.2527254108066672,36.46940495461653,63.25005703099611,0,74.764,64.58917766058005,64.27922555307833,88.05139512510141,202,Clear,No,12.9177099,77.62378629999999
2022-01-07,M.G. Road,Anil Kumble Circle,50214,36.94089992898308,1.5,100.0,100.0,0,150.428,50.75193221233913,73.83532227811827,81.04577588837385,108,Fog,Yes,12.9746905,77.6094613
2022-01-07,Jayanagar,Jayanagar 4th Block,21131,44.34249738927012,1.273318150642602,69.35472079420164,100.0,1,92.262,41.59709170307728,66.54495284766676,89.74047743749647,106,Clear,No,12.9259401,77.5830419
2022-01-07,Hebbal,Hebbal Flyover,39110,23.53041371266561,1.5,100.0,100.0,2,128.22,78.87843535718798,76.37336025260171,94.70496018395671,91,Clear,No,13.0413327,77.5898382
2022-01-07,Hebbal,Ballari Road,42022,34.7107511582513,1.5,100.0,100.0,5,134.04399999999998,12.276832564387634,96.83391391262748,80.8325157260369,109,Clear,No,13.0420045,77.5902679
2022-01-08,Indiranagar,100 Feet Road,36384,28.18948342525119,1.5,100.0,100.0,2,122.768,15.071282145619122,75.6997422562674,73.99694173585618,103,Rain,No,12.9506526,77.6392151
2022-01-08,Indiranagar,CMH Road,11033,44.5228864385802,1.096818006345011,46.5099185320096,51.589955429015134,0,72.066,53.270901402268336,88.09859882176416,77.98243417434571,201,Clear,Yes,12.9783128,77.6375862
2022-01-08,Whitefield,Marathahalli Bridge,16390,34.37367222583899,1.2757859876549065,60.64506731551499,78.9515024424481,0,82.78,17.31974882340802,85.45720998174546,85.32378632434506,78,Fog,No,12.9564915,77.7067726
2022-01-08,Koramangala,Sarjapur Road,65269,36.975996046924,1.5,100.0,100.0,2,180.538,14.224645879339466,69.88412936040586,57.97723400565942,113,Windy,No,12.91087,77.6843978
2022-01-08,Electronic City,Hosur Road,17926,66.42270358611864,1.2221454203750524,64.13736889877862,86.91454741331299,3,85.852,57.6159769701904,62.88793635916704,51.532625110290304,92,Overcast,No,12.8390049,77.6776749
2022-01-08,M.G. Road,Trinity Circle,22876,65.01737102530136,1.2901030641660545,75.98671216182738,100.0,2,95.752,51.46452300153536,96.49453382466764,60.53310945028333,104,Fog,No,12.97303,77.6168395
2022-01-08,M.G. Road,Anil Kumble Circle,49798,28.283766320619485,1.5,100.0,100.0,2,149.596,70.9524930890758,77.81221020010662,75.74086769648451,96,Clear,No,12.9746905,77.6094613
2022-01-08,Jayanagar,South End Circle,30323,27.919211338058588,1.5,93.69413988103364,100.0,1,110.646,15.144772313100887,66.79031620350163,75.98869742780089,95,Clear,No,12.9383208,77.58007479999999
2022-01-08,Yeshwanthpur,Yeshwanthpur Circle,13356,65.76747983560841,1.3376681795876788,50.63340305900106,67.63354364396753,1,76.712,17.834373357840953,70.78998446067959,52.85434280446575,201,Clear,No,13.0250302,77.53402419999999
2022-01-09,Indiranagar,CMH Road,38748,38.46488475897993,1.5,100.0,100.0,2,127.496,12.098151291087458,72.31719766364763,85.23403813683234,90,Windy,Yes,12.9783128,77.6375862
2022-01-09,Whitefield,ITPL Main Road,34188,25.82840194803964,1.5,100.0,100.0,4,118.376,12.12709417877858,97.23794782027912,84.47633755157806,105,Rain,No,12.9865152,77.7440913
2022-01-09,Koramangala,Sony World Junction,32010,32.4761995653555,1.5,100.0,100.0,3,114.02,56.73153698945093,92.31383767765034,88.11425673883079,109,Overcast,No,12.9341611,77.62337839999999
2022-01-09,Koramangala,Sarjapur Road,13903,30.599491174057057,1.1584690766437022,50.25267746713058,68.40058101270346,0,77.806,26.62808916120292,74.9300716651736,61.363481363157575,174,Rain,No,12.91087,77.6843978
2022-01-09,M.G. Road,Anil Kumble Circle,34831,20.0,1.5,100.0,100.0,5,119.662,23.704458997848228,60.30251499912568,82.37373570773015,115,Overcast,Yes,12.9746905,77.6094613
2022-01-09,Jayanagar,South End Circle,14614,44.0166037320525,1.1139491607847691,44.85913263185906,76.10025897832664,0,79.22800000000001,31.79153894092025,84.41335133243673,85.80753371115968,190,Clear,No,12.9383208,77.58007479999999
2022-01-09,Hebbal,Ballari Road,28195,38.19781934142537,1.5,95.3295777259114,100.0,4,106.39,54.320596291581566,98.05613368826629,80.08059100731656,110,Clear,No,13.0420045,77.5902679
2022-01-10,Indiranagar,100 Feet Road,43024,28.070948022040927,1.5,100.0,100.0,3,136.048,53.67015272736011,78.07070714948917,79.3304231587737,89,Overcast,No,12.9506526,77.6392151
2022-01-10,Indiranagar,CMH Road,13224,61.23396562299045,1.218678965085628,38.71894192231952,65.02905995905515,0,76.44800000000001,44.773680120141854,99.51142080859547,56.821987627836656,208,Clear,No,12.9783128,77.6375862
2022-01-10,Koramangala,Sony World Junction,31137,51.283966231285376,1.5,99.27321333119612,100.0,0,112.274,72.59336122648827,67.67469298874971,66.16857810577604,91,Clear,No,12.9341611,77.62337839999999
2022-01-10,Koramangala,Sarjapur Road,60935,20.0,1.5,100.0,100.0,2,171.87,56.86408686387331,99.7655744488467,83.09195949246893,102,Clear,Yes,12.91087,77.6843978
2022-01-10,M.G. Road,Trinity Circle,39508,20.8628550309502,1.5,100.0,100.0,4,129.01600000000002,26.42494572988175,75.97263663237233,57.62080066652087,101,Clear,No,12.97303,77.6168395
2022-01-10,M.G. Road,Anil Kumble Circle,39400,33.47530163619456,1.5,100.0,100.0,0,128.8,31.218984916173003,70.52450279643372,68.00682037357595,84,Clear,No,12.9746905,77.6094613
2022-01-10,Jayanagar,Jayanagar 4th Block,28165,59.92999517432791,1.5,100.0,100.0,4,106.33,67.22147959438341,75.22493173906321,93.89871602225348,113,Fog,No,12.9259401,77.5830419
2022-01-10,Jayanagar,South End Circle,28609,26.015320182089628,1.5,92.28532786408904,100.0,2,107.218,70.34101375908358,96.91028762053575,74.35309594094679,103,Clear,No,12.9383208,77.58007479999999
2022-01-10,Hebbal,Hebbal Flyover,18780,43.13028697014554,1.0103247627797949,55.30332578309645,98.53115111589172,0,87.56,77.6075512807254,77.29991513320527,65.59080665426298,100,Clear,No,13.0413327,77.5898382
2022-01-10,Hebbal,Ballari Road,27100,39.17190464382564,1.5,81.5603258755467,100.0,1,104.2,79.6406422018837,62.31122243985467,84.75176144292766,88,Clear,No,13.0420045,77.5902679
2022-01-10,Yeshwanthpur,Tumkur Road,16397,54.12435249259166,1.2495583345166552,55.1974959448997,81.2458338389037,0,82.794,72.06229506683266,77.99138595285291,59.73112559103825,96,Overcast,No,13.0254153,77.5460312
2022-01-11,Indiranagar,100 Feet Road,11423,20.0,1.0076769107292227,33.272930841567344,59.71789823122136,0,72.846,47.47170920168141,68.6080748806895,50.60603873219466,199,Clear,No,12.9506526,77.6392151
